Species	Chemical Name	Ordered Freq (GHz) (rest frame, redshifted)	Resolved QNs	CDMS/JPL Intensity	Lovas/AST Intensity	E_L (cm^-1)	E_L (K)	Linelist
H2Ov2,2v2,v1,v3	Water	159.68307760, 159.68307760	13(6,7),v3=1-14(6,8),v2=2	-17.71270		6450.4156	9280.7215	JPL
H2Ov2,2v2,v1,v3	Water	159.71203810, 159.71203810	8(1,8),v1=1-8(4,5),v2=2	-15.65250		4381.7354	6304.3482	JPL
H2Ov2,2v2,v1,v3	Water	159.81157960, 159.81157960	6(3,4),v3=1-5(5,1),v1=1	-13.68600		4381.9040	6304.5908	JPL
HDO	Water	160.32946000, 160.32946000	9(6,4)-10(5,5)	-5.31340		1239.0891	1782.7626	JPL
H2Ov2,2v2,v1,v3	Water	160.41390420, 160.41390420	3(2,2),v3=1-4(2,3),v1=1	-13.21620		3951.3150	5685.0684	JPL
H2Ov2,2v2,v1,v3	Water	161.64503200, 161.64503200	15(6,10),v1=1-16(3,13),v1=1	-18.06330		7027.3434	10110.7930	JPL
H2Ov2,2v2,v1,v3	Water	165.16149370, 165.16149370	11(8,3),v2=1-10(1,10),v2=2	-18.11860		4260.4671	6129.8699	JPL
H2Ov2,2v2,v1,v3	Water	165.90898760, 165.90898760	19(8,11),v2=1-19(1,18),v2=2	-20.23970		7220.9608	10389.3656	JPL
H2Ov2,2v2,v1,v3	Water	165.92908010, 165.92908010	15(3,12),v1=1-14(6,9),v1=1	-16.81780		6676.4694	9605.9629	JPL
H2Ov2,2v2,v1,v3	Water	166.56422650, 166.56422650	6(1,6),v3=1-6(1,5),v1=1	-13.08760		4190.2621	6028.8605	JPL
HDO	Water	169.24605000, 169.24605000	9(6,3)-10(5,6)	-5.26630		1238.7943	1782.3384	JPL
H2Ov2,2v2,v1,v3	Water	170.20457310, 170.20457310	13(4,10),v1=1-12(7,5),v2=2	-17.86240		6032.1983	8678.9993	JPL
H2Ov2,2v2,v1,v3	Water	171.63523710, 171.63523710	15(4,11),v3=1-14(7,8),v3=1	-17.97020		6946.4642	9994.4257	JPL
H2Ov2,2v2,v1,v3	Water	172.15636180, 172.15636180	15(6,9),v2=2-16(3,14),v1=1	-18.13000		6807.6665	9794.7265	JPL
H2Ov=0	Water	177.31706800, 177.31706800	15(6,10)-16(3,13)	-10.34130		3437.2774	4945.4820	JPL
H2Ov2,2v2,v1,v3	Water	177.78774780, 177.78774780	14(4,11),v1=1-13(7,6),v2=2	-18.23470		6345.9249	9130.3825	JPL
H2Ov2,2v2,v1,v3	Water	177.89354770, 177.89354770	14(4,11),v1=1-15(3,12),v2=2	-18.48070		6345.9214	9130.3775	JPL
D2O	Water	180.17122000, 180.17122000	5(5,1)-6(4,2)	-4.24360		405.5317	583.4663	CDMS
D2O	Water	180.17122000, 180.17122000	5(5,1)-6(4,2)	-4.23900		405.5317	583.4663	CDMS
D2O	Water	181.83302000, 181.83302000	5(1,5)-4(2,2)	-3.57640		164.1777	236.2137	CDMS
D2O	Water	181.83302000, 181.83302000	5(1,5)-4(2,2)	-3.57190		164.1777	236.2137	CDMS
H2Ov=0	Water	183.31008700, 183.31008700	3(1,3)-2(2,0)	-3.64630		136.1639	195.9097	JPL
HDO	Water	185.70897350, 185.70897350	11(5,6)-12(3,9)	-7.65530		1405.1252	2021.6501	JPL
H2Ov2,2v2,v1,v3	Water	185.78836730, 185.78836730	15(5,11),v3=1-15(5,10),v1=1	-16.98490		6960.3862	10014.4564	JPL
H2Ov2,2v2,v1,v3	Water	187.02355560, 187.02355560	13(8,5),v2=2-14(4,10),v3=1	-19.02510		6596.2220	9490.5047	JPL
D2O	Water	187.63319100, 187.63319100	5(5,0)-6(4,3)	-4.50510		405.2833	583.1089	CDMS
D2O	Water	187.63328300, 187.63328300	5(5,0)-6(4,3)	-4.50960		405.2833	583.1089	CDMS
D2O	Water	192.51944000, 192.51944000	7(4,4)-6(5,1)	-3.94650		485.5998	698.6658	CDMS
D2O	Water	192.51944000, 192.51944000	7(4,4)-6(5,1)	-3.94200		485.5998	698.6658	CDMS
H2Ov2,2v2,v1,v3	Water	193.25449380, 193.25449380	14(3,11),v3=1-13(6,8),v3=1	-16.18750		6444.6353	9272.4049	JPL
H2Ov2,2v2,v1,v3	Water	196.97396600, 196.97396600	3(1,3),v1=1-2(2,0),v1=1	-11.19510		3789.9694	5452.9278	JPL
D2O	Water	197.26962560, 197.26962560	13(9,5)-12(10,2)	-6.65550		1821.1495	2620.2128	CDMS
D2O	Water	197.26980720, 197.26980720	13(9,5)-12(10,2)	-6.65090		1821.1495	2620.2128	CDMS
D2O	Water	197.27503160, 197.27503160	13(9,4)-12(10,3)	-6.95650		1821.1495	2620.2128	CDMS
D2O	Water	197.27521340, 197.27521340	13(9,4)-12(10,3)	-6.95190		1821.1495	2620.2128	CDMS
H218Ov=0	Water	203.40752000, 203.40752000	3(1,3)-2(2,0)	-3.56570	 0.10b	134.7832	193.9218	JPL
HDO	Water	207.11085220, 207.11085220	3(2,1)-4(0,4)	-5.14190		150.1562	216.0400	JPL
H2Ov2,2v2,v1,v3	Water	207.33519340, 207.33519340	10(3,8),v3=1-10(3,7),v1=1	-13.93050		5169.0392	7437.1042	JPL
HDO	Water	207.34571000, 207.34571000	7(2,5)-8(1,8)	-4.28440		513.2071	738.3863	JPL
H2Ov2,2v2,v1,v3	Water	209.11837000, 209.11837000	5(5,1),v2=1-6(4,2),v2=1	-8.23640		2399.1655	3451.8686	JPL
D2O	Water	209.41481720, 209.41481720	14(10,5)-13(11,2)	-7.61220		2147.7192	3090.0711	CDMS
D2O	Water	209.41547850, 209.41547850	14(10,4)-13(11,3)	-7.31120		2147.7192	3090.0711	CDMS
D2O	Water	209.41557870, 209.41557870	14(10,5)-13(11,2)	-7.60740		2147.7192	3090.0711	CDMS
D2O	Water	209.41624020, 209.41624020	14(10,4)-13(11,3)	-7.30640		2147.7192	3090.0711	CDMS
H2Ov2,2v2,v1,v3	Water	210.07621790, 210.07621790	15(7,9),v2=2-15(6,10),v1=1	-19.11500		7032.7353	10118.5508	JPL
HDO	Water	210.12847880, 210.12847880	14(5,9)-14(5,10)	-6.80910		2019.8223	2906.0570	JPL
HDO	Water	210.31065000, 210.31065000	9(4,6)-8(5,3)	-4.42030		942.5620	1356.1287	JPL
H2Ov2,2v2,v1,v3	Water	212.18127020, 212.18127020	10(2,8),v1=1-11(0,11),v3=1	-16.15910		5062.0106	7283.1138	JPL
H2Ov2,2v2,v1,v3	Water	212.34243840, 212.34243840	6(0,6),v3=1-7(4,3),v2=2	-14.71140		4188.3943	6026.1731	JPL
H2Ov2,2v2,v1,v3	Water	213.22287640, 213.22287640	16(10,7),v2=1-16(3,14),v2=2	-19.99780		6458.0121	9291.6512	JPL
HDO	Water	213.50667910, 213.50667910	14(6,8)-15(4,11)	-9.08540		2169.0577	3120.7722	JPL
H2Ov2,2v2,v1,v3	Water	213.76134200, 213.76134200	11(3,8),v2=2-10(1,9),v3=1	-15.10190		5027.2568	7233.1107	JPL
H2Ov2,2v2,v1,v3	Water	215.13688290, 215.13688290	15(3,12),v3=1-14(6,9),v3=1	-17.31950		6777.5285	9751.3646	JPL
D2O	Water	215.68901000, 215.68901000	12(8,5)-11(9,2)	-6.22010		1518.9338	2185.3943	CDMS
D2O	Water	215.68901000, 215.68901000	12(8,5)-11(9,2)	-6.21550		1518.9337	2185.3942	CDMS
D2O	Water	215.73173000, 215.73173000	12(8,4)-11(9,3)	-5.91890		1518.9337	2185.3942	CDMS
D2O	Water	215.73173000, 215.73173000	12(8,4)-11(9,3)	-5.91430		1518.9337	2185.3942	CDMS
H2Ov2,2v2,v1,v3	Water	217.84795240, 217.84795240	14(2,13),v3=1-13(4,10),v1=1	-18.00370		6037.8757	8687.1678	JPL
H2Ov2,2v2,v1,v3	Water	217.94909770, 217.94909770	10(7,4),v3=1-11(7,5),v2=2	-16.43050		5741.3913	8260.5923	JPL
H2Ov2,2v2,v1,v3	Water	218.00203530, 218.00203530	10(7,3),v3=1-11(7,4),v2=2	-15.95580		5741.4267	8260.6433	JPL
D2O	Water	218.44250000, 218.44250000	7(4,3)-6(5,2)	-4.13690		485.5939	698.6573	CDMS
D2O	Water	218.44250000, 218.44250000	7(4,3)-6(5,2)	-4.13230		485.5939	698.6573	CDMS
H2Ov2,2v2,v1,v3	Water	221.19078030, 221.19078030	15(7,8),v2=2-16(12,5),v2=1	-20.47900		7034.3492	10120.8728	JPL
D2O	Water	221.67333300, 221.67333300	22(7,16)-23(4,19)	-10.52580		3536.2121	5087.7911	CDMS
D2O	Water	221.67981400, 221.67981400	22(7,16)-23(4,19)	-10.53040		3536.2119	5087.7909	CDMS
H2Ov2,2v2,v1,v3	Water	225.73201160, 225.73201160	10(5,5),v2=2-9(3,6),v3=1	-14.94780		5022.2814	7225.9522	JPL
HDO	Water	225.89672000, 225.89672000	3(1,2)-2(2,1)	-3.03280	 2.3	108.9262	156.7196	JPL
H2Ov2,2v2,v1,v3	Water	226.82660520, 226.82660520	9(8,2),v2=2-8(8,1),v3=1	-15.75410		5475.7569	7878.4032	JPL
H2Ov2,2v2,v1,v3	Water	226.82692820, 226.82692820	9(8,1),v2=2-8(8,0),v3=1	-15.27690		5475.7569	7878.4032	JPL
D2O	Water	227.01050000, 227.01050000	4(2,2)-3(3,1)	-3.33270		156.6055	225.3191	CDMS
D2O	Water	227.01050000, 227.01050000	4(2,2)-3(3,1)	-3.32810		156.6055	225.3191	CDMS
H2Ov2,2v2,v1,v3	Water	227.78008940, 227.78008940	7(0,7),v1=1-8(3,6),v2=2	-14.64950		4224.5865	6078.2457	JPL
H2Ov2,2v2,v1,v3	Water	228.04365280, 228.04365280	17(4,14),v3=1-18(4,15),v2=2	-18.38050		7495.4655	10784.3172	JPL
HDO	Water	228.07214400, 228.07214400	7(2,5)-8(0,8)	-5.86510		512.5157	737.3915	JPL
D2O	Water	229.16599110, 229.16599110	14(14,1)-15(13,2)	-9.82040		2870.2415	4129.6135	CDMS
D2O	Water	229.16599110, 229.16599110	14(14,1)-15(13,2)	-9.51930		2870.2415	4129.6135	CDMS
D2O	Water	229.18155590, 229.18155590	14(14,0)-15(13,3)	-9.52560		2870.2416	4129.6137	CDMS
D2O	Water	229.18155590, 229.18155590	14(14,0)-15(13,3)	-9.82660		2870.2416	4129.6137	CDMS
H2Ov2,2v2,v1,v3	Water	230.19153350, 230.19153350	8(3,5),v3=1-9(5,4),v2=2	-14.63630		4784.6620	6884.0705	JPL
D2O	Water	230.77874920, 230.77874920	17(14,4)-16(15,1)	-10.33220		3467.5220	4988.9620	CDMS
D2O	Water	230.77874930, 230.77874930	17(14,3)-16(15,2)	-10.63320		3467.5220	4988.9620	CDMS
D2O	Water	230.79732580, 230.79732580	17(14,4)-16(15,1)	-10.32450		3467.5214	4988.9611	CDMS
D2O	Water	230.79732580, 230.79732580	17(14,4)-16(15,1)	-10.62560		3467.5214	4988.9611	CDMS
HDO	Water	232.31267580, 232.31267580	8(4,4)-9(2,7)	-6.27580		801.6439	1153.3801	JPL
H2Ov2,2v2,v1,v3	Water	232.60391730, 232.60391730	18(5,14),v1=1-18(6,13),v2=2	-20.01260		8000.3562	11510.7432	JPL
H2Ov2,2v2,v1,v3	Water	232.68670000, 232.68670000	5(5,0),v2=1-6(4,3),v2=1	-7.66650		2398.3815	3450.7406	JPL
H2Ov2,2v2,v1,v3	Water	235.11193240, 235.11193240	10(6,4),v2=2-9(7,3),v2=2	-13.50460		5229.5773	7524.2052	JPL
H2Ov2,2v2,v1,v3	Water	236.80539630, 236.80539630	14(3,12),v3=1-13(4,9),v3=1	-16.16510		6256.0208	9001.0304	JPL
H2Ov2,2v2,v1,v3	Water	240.83629090, 240.83629090	21(2,19),v2=2-20(2,18),v3=1	-20.04550		8414.9703	12107.2812	JPL
HDO	Water	241.56155000, 241.56155000	2(1,1)-2(1,2)	-3.14850	 1.0	58.1269	83.6312	JPL
H2Ov2,2v2,v1,v3	Water	241.74231060, 241.74231060	13(9,4),v1=1-14(8,7),v2=2	-17.44490		6938.6377	9983.1651	JPL
HDO	Water	241.97357000, 241.97357000	7(3,4)-6(4,3)	-3.63780		573.8905	825.6957	JPL
H2Ov2,2v2,v1,v3	Water	242.11219640, 242.11219640	18(5,13),v3=1-19(4,16),v3=1	-19.81020		8286.0159	11921.7444	JPL
H2Ov2,2v2,v1,v3	Water	243.00619230, 243.00619230	17(8,10),v1=1-18(5,13),v1=1	-20.32230		8181.4421	11771.2858	JPL
H2Ov2,2v2,v1,v3	Water	243.19690820, 243.19690820	10(2,9),v1=1-9(3,6),v1=1	-12.95210		4918.2348	7076.2522	JPL
H2Ov2,2v2,v1,v3	Water	243.28214380, 243.28214380	13(9,5),v1=1-14(8,6),v2=2	-17.93820		6938.5846	9983.0887	JPL
H2Ov=0	Water	247.44009600, 247.44009600	14(4,10)-15(3,13)	-9.00970		2872.5806	4133.0082	JPL
H2Ov2,2v2,v1,v3	Water	248.44855990, 248.44855990	10(3,8),v2=2-9(1,9),v3=1	-14.46560		4661.4486	6706.7936	JPL
H2Ov2,2v2,v1,v3	Water	250.01493100, 250.01493100	15(11,4),v2=1-14(4,11),v1=1	-19.37660		6351.8552	9138.9149	JPL
H2Ov2,2v2,v1,v3	Water	250.29298240, 250.29298240	3(3,1),v1=1-3(1,2),v3=1	-12.13370		3926.8622	5649.8863	JPL
H2Ov2,2v2,v1,v3	Water	250.42158050, 250.42158050	10(4,7),v2=1-11(11,0),v=0	-17.72980		3216.1935	4627.3912	JPL
H2Ov2,2v2,v1,v3	Water	250.75179340, 250.75179340	9(2,8),v2=2-8(3,5),v2=2	-11.54110		4259.8765	6129.0202	JPL
D2O	Water	251.40105330, 251.40105330	15(11,5)-14(12,2)	-7.90680		2497.7185	3593.6391	CDMS
D2O	Water	251.40113270, 251.40113270	15(11,4)-14(12,3)	-8.20790		2497.7185	3593.6391	CDMS
D2O	Water	251.40295420, 251.40295420	15(11,5)-14(12,2)	-7.90180		2497.7184	3593.6390	CDMS
D2O	Water	251.40303360, 251.40303360	15(11,4)-14(12,3)	-8.20280		2497.7184	3593.6390	CDMS
H2Ov2,2v2,v1,v3	Water	252.17225350, 252.17225350	7(4,3),v1=1-8(5,4),v2=2	-13.08380		4564.0348	6566.6367	JPL
D2O	Water	252.83690760, 252.83690760	26(5,21)-25(8,18)	-12.07980		4537.6245	6528.5919	CDMS
D2O	Water	252.85219200, 252.85219200	26(5,21)-25(8,18)	-12.07510		4537.6251	6528.5928	CDMS
H218Ov=0	Water	253.89815860, 253.89815860	10(2,9)-9(3,6)	-5.36530		1279.7979	1841.3331	JPL
H2Ov2,2v2,v1,v3	Water	254.03988000, 254.03988000	3(1,3),v3=1-2(2,0),v3=1	-10.71180		3887.1142	5592.6977	JPL
H2Ov2,2v2,v1,v3	Water	254.05255180, 254.05255180	14(3,12),v2=2-13(4,9),v2=2	-14.19360		5781.9583	8318.9593	JPL
D2O	Water	254.48427000, 254.48427000	11(3,8)-12(2,11)	-5.38110		925.5632	1331.6713	CDMS
D2O	Water	254.48427000, 254.48427000	11(3,8)-12(2,11)	-5.37660		925.5632	1331.6713	CDMS
H2Ov2,2v2,v1,v3	Water	255.04860590, 255.04860590	21(3,19),v2=2-20(3,18),v3=1	-20.54060		8414.9715	12107.2830	JPL
HDO	Water	255.05026000, 255.05026000	5(2,3)-4(3,2)	-3.14660	 2.1	295.4872	425.1377	JPL
H2Ov2,2v2,v1,v3	Water	256.39181450, 256.39181450	9(5,5),v2=2-8(6,2),v2=2	-12.45890		4775.0884	6870.2962	JPL
H2Ov2,2v2,v1,v3	Water	257.46917920, 257.46917920	4(1,4),v1=1-5(4,1),v2=2	-15.05090		3868.9870	5566.6166	JPL
HDO	Water	258.22376000, 258.22376000	7(5,3)-8(4,4)	-4.13100		809.3930	1164.5293	JPL
H2Ov=0	Water	259.95218200, 259.95218200	13(6,8)-14(3,11)	-8.66900		2739.4286	3941.4319	JPL
H2Ov2,2v2,v1,v3	Water	262.55555280, 262.55555280	10(7,3),v2=2-11(4,8),v1=1	-16.13480		5465.0535	7863.0034	JPL
H2Ov2,2v2,v1,v3	Water	262.89774800, 262.89774800	7(7,1),v2=1-8(6,2),v2=1	-9.58680		3101.1423	4461.8579	JPL
H2Ov2,2v2,v1,v3	Water	263.21093310, 263.21093310	11(1,10),v1=1-11(4,7),v2=2	-14.90720		5144.4089	7401.6667	JPL
H2Ov2,2v2,v1,v3	Water	263.45135700, 263.45135700	7(7,0),v2=1-8(6,3),v2=1	-9.10790		3101.1239	4461.8315	JPL
HDO	Water	263.83228720, 263.83228720	11(4,7)-11(4,8)	-5.16270		1278.4380	1839.3765	JPL
H2Ov2,2v2,v1,v3	Water	264.00143090, 264.00143090	10(6,5),v2=2-9(7,2),v2=2	-12.87950		5229.5791	7524.2078	JPL
D2O	Water	264.99167210, 264.99167210	23(5,18)-22(8,15)	-10.59070		3670.9244	5281.6110	CDMS
D2O	Water	264.99522620, 264.99522620	23(5,18)-22(8,15)	-10.59530		3670.9243	5281.6108	CDMS
H2Ov2,2v2,v1,v3	Water	265.00380270, 265.00380270	11(5,6),v1=1-12(12,1),v2=1	-20.23060		5612.4951	8075.1392	JPL
D2O	Water	265.06007000, 265.06007000	11(7,5)-10(8,2)	-5.13130		1242.0059	1786.9592	CDMS
D2O	Water	265.06007000, 265.06007000	11(7,5)-10(8,2)	-5.12680		1242.0059	1786.9592	CDMS
H2Ov2,2v2,v1,v3	Water	265.25329970, 265.25329970	7(3,5),v1=1-7(1,6),v3=1	-14.49790		4448.9707	6401.0849	JPL
D2O	Water	265.38130000, 265.38130000	11(7,4)-10(8,3)	-5.43130		1242.0058	1786.9590	CDMS
D2O	Water	265.38130000, 265.38130000	11(7,4)-10(8,3)	-5.42670		1242.0058	1786.9590	CDMS
HDO	Water	266.16107000, 266.16107000	2(2,0)-3(1,3)	-3.11040	 2.5	100.3909	144.4393	JPL
H2Ov=0	Water	266.57409830, 266.57409830	21(4,17)-20(7,14)	-14.10890		5739.2279	8257.4797	JPL
H2Ov2,2v2,v1,v3	Water	266.99841740, 266.99841740	12(6,6),v3=1-11(8,3),v1=1	-17.15150		6129.9833	8819.6903	JPL
H2Ov2,2v2,v1,v3	Water	268.14911700, 268.14911700	6(5,2),v2=2-7(4,3),v2=2	-10.88350		4188.3943	6026.1731	JPL
H2Ov2,2v2,v1,v3	Water	270.61699860, 270.61699860	13(3,10),v1=1-14(4,11),v2=2	-18.77460		6019.8315	8661.2062	JPL
H2Ov2,2v2,v1,v3	Water	271.29429200, 271.29429200	12(3,10),v2=1-13(10,3),v=0	-16.81610		3583.3746	5155.6836	JPL
H2Ov2,2v2,v1,v3	Water	272.46600950, 272.46600950	17(2,15),v2=2-16(3,14),v1=1	-18.08420		6807.6665	9794.7265	JPL
D2O	Water	272.66499720, 272.66499720	18(16,2)-17(17,1)	-11.99860		4105.2066	5906.4426	CDMS
D2O	Water	272.75355760, 272.75355760	18(16,2)-17(17,1)	-11.98610		4105.2038	5906.4386	CDMS
HDO	Water	272.90754000, 272.90754000	9(4,5)-8(5,4)	-4.19370		942.5322	1356.0858	JPL
H2Ov2,2v2,v1,v3	Water	276.62114120, 276.62114120	16(7,9),v2=2-15(8,8),v1=1	-18.76940		7414.5220	10667.8574	JPL
H2Ov2,2v2,v1,v3	Water	279.65088890, 279.65088890	14(4,11),v1=1-15(2,14),v3=1	-17.41060		6342.5271	9125.4938	JPL
H2Ov2,2v2,v1,v3	Water	279.92508220, 279.92508220	17(7,10),v1=1-18(6,13),v2=2	-19.94020		8000.3562	11510.7432	JPL
HDO	Water	283.31859000, 283.31859000	7(5,2)-8(4,5)	-4.05040		808.5630	1163.3351	JPL
H2Ov2,2v2,v1,v3	Water	283.81013470, 283.81013470	15(5,11),v3=1-16(5,12),v2=2	-17.42030		6957.1166	10009.7522	JPL
H2Ov2,2v2,v1,v3	Water	285.14820040, 285.14820040	9(8,2),v2=2-10(7,3),v2=2	-14.06900		5473.8115	7875.6042	JPL
H2Ov2,2v2,v1,v3	Water	285.39391210, 285.39391210	19(5,14),v1=1-18(8,11),v1=1	-20.46280		8609.3625	12386.9686	JPL
H2Ov2,2v2,v1,v3	Water	285.41675690, 285.41675690	9(8,1),v2=2-10(7,4),v2=2	-13.59100		5473.8025	7875.5912	JPL
H2Ov2,2v2,v1,v3	Water	285.88939650, 285.88939650	12(10,3),v2=2-13(9,4),v2=2	-16.90940		6873.4117	9889.3193	JPL
H2Ov2,2v2,v1,v3	Water	285.91614910, 285.91614910	12(10,2),v2=2-13(9,5),v2=2	-17.38650		6873.4109	9889.3182	JPL
H2Ov2,2v2,v1,v3	Water	286.32954580, 286.32954580	13(7,7),v2=2-13(5,8),v3=1	-17.41920		6336.0359	9116.1544	JPL
H2Ov=0	Water	289.00808710, 289.00808710	21(6,15)-20(9,12)	-15.14470		6167.7109	8873.9720	JPL
H2Ov2,2v2,v1,v3	Water	289.37039010, 289.37039010	13(4,9),v1=1-13(4,10),v3=1	-15.06670		6139.0294	8832.7056	JPL
H2Ov2,2v2,v1,v3	Water	291.52416840, 291.52416840	15(11,5),v=0-14(4,10),v2=1	-17.84900		4525.2393	6510.8186	JPL
H2Ov2,2v2,v1,v3	Water	293.56687490, 293.56687490	13(4,9),v1=1-12(6,6),v3=1	-16.94990		6138.8894	8832.5042	JPL
H2Ov2,2v2,v1,v3	Water	293.66449100, 293.66449100	6(6,1),v2=1-7(5,2),v2=1	-8.19250		2724.1671	3919.4740	JPL
H2Ov=0	Water	294.80519370, 294.80519370	22(7,16)-23(4,19)	-16.03820		6707.3362	9650.3734	JPL
D2O	Water	295.16153740, 295.16153740	25(6,19)-24(9,16)	-11.99850		4376.5186	6296.7978	CDMS
D2O	Water	295.17425600, 295.17425600	25(6,19)-24(9,16)	-12.00310		4376.5182	6296.7972	CDMS
H2Ov2,2v2,v1,v3	Water	295.51052700, 295.51052700	9(5,4),v2=2-8(6,3),v2=2	-11.82000		4774.8049	6869.8883	JPL
H2Ov2,2v2,v1,v3	Water	297.43927600, 297.43927600	6(6,0),v2=1-7(5,3),v2=1	-8.65850		2724.0415	3919.2933	JPL
H2Ov2,2v2,v1,v3	Water	302.16530200, 302.16530200	17(3,15),v2=2-16(2,14),v1=1	-18.32420		6807.4318	9794.3889	JPL
D2O	Water	304.85322650, 304.85322650	20(5,15)-21(4,18)	-8.70250		2875.7582	4137.5508	CDMS
D2O	Water	304.85733580, 304.85733580	20(5,15)-21(4,18)	-8.70700		2875.7581	4137.5506	CDMS
HDO	Water	305.03855000, 305.03855000	8(3,5)-8(3,6)	-3.95100		701.6202	1009.4692	JPL
D2O	Water	307.10751260, 307.10751260	6(6,1)-7(5,2)	-4.49280		572.1645	823.2124	CDMS
D2O	Water	307.10753000, 307.10753000	6(6,1)-7(5,2)	-4.49740		572.1645	823.2124	CDMS
D2O	Water	307.74314000, 307.74314000	6(3,4)-5(4,1)	-3.46930		331.1236	476.4103	CDMS
D2O	Water	307.74314000, 307.74314000	6(3,4)-5(4,1)	-3.46480		331.1235	476.4101	CDMS
D2O	Water	308.13365000, 308.13365000	6(6,0)-7(5,3)	-4.19350		572.1303	823.1631	CDMS
D2O	Water	308.13365000, 308.13365000	6(6,0)-7(5,3)	-4.18890		572.1303	823.1631	CDMS
H2Ov2,2v2,v1,v3	Water	308.39025800, 308.39025800	21(0,21),v2=1-21(5,16),v=0	-17.49460		5987.8764	8615.2299	JPL
H2Ov2,2v2,v1,v3	Water	309.27217030, 309.27217030	15(3,13),v1=1-16(10,6),v2=1	-19.54110		6465.1300	9301.8923	JPL
HDO	Water	310.53329000, 310.53329000	5(2,3)-5(2,4)	-3.23150		293.6364	422.4748	JPL
H2Ov2,2v2,v1,v3	Water	310.89372520, 310.89372520	14(5,10),v1=1-15(4,11),v2=2	-17.81350		6510.2373	9366.7917	JPL
H2Ov2,2v2,v1,v3	Water	312.00980170, 312.00980170	15(2,14),v2=2-15(9,7),v2=1	-19.00170		5817.0793	8369.4906	JPL
H2Ov2,2v2,v1,v3	Water	312.71883890, 312.71883890	16(6,11),v1=1-17(3,14),v1=1	-17.67840		7396.5217	10641.9589	JPL
HDO	Water	313.75062000, 313.75062000	6(2,5)-5(3,2)	-3.00830		374.4099	538.6892	JPL
H2Ov2,2v2,v1,v3	Water	314.07092170, 314.07092170	2(2,0),v1=1-1(0,1),v3=1	-12.96330		3779.4931	5437.8547	JPL
D2O	Water	315.33531520, 315.33531520	17(7,11)-18(4,14)	-7.54490		2314.2339	3329.6472	CDMS
D2O	Water	315.33552670, 315.33552670	17(7,11)-18(4,14)	-7.54940		2314.2339	3329.6472	CDMS
D2O	Water	316.79981000, 316.79981000	1(1,0)-1(0,1)	-2.04660	-0.1040	12.1170	17.4336	CDMS
D2O	Water	316.79981000, 316.79981000	1(1,0)-1(0,1)	-2.04210	-0.1040	12.1170	17.4336	CDMS
H2Ov2,2v2,v1,v3	Water	317.07723200, 317.07723200	9(3,6),v2=2-10(2,9),v2=2	-11.46370		4483.2277	6450.3732	JPL
HDO	Water	317.15125000, 317.15125000	5(4,2)-6(3,3)	-3.42000		469.6635	675.7371	JPL
H2Ov2,2v2,v1,v3	Water	318.32003220, 318.32003220	10(0,10),v3=1-10(4,7),v2=2	-14.78400		4842.1313	6966.7561	JPL
H2Ov=0	Water	321.22567700, 321.22567700	10(2,9)-9(3,6)	-5.09090		1282.9191	1845.8369	JPL
D2O	Water	321.69919840, 321.69919840	25(5,20)-24(8,17)	-11.55380		4238.2838	6097.9099	CDMS
D2O	Water	321.70444350, 321.70444350	25(5,20)-24(8,17)	-11.54920		4238.2841	6097.9103	CDMS
D2O	Water	322.26101680, 322.26101680	16(12,5)-15(13,2)	-8.79170		2870.2416	4129.6137	CDMS
D2O	Water	322.26102620, 322.26102620	16(12,4)-15(13,3)	-8.49070		2870.2416	4129.6137	CDMS
D2O	Water	322.26446610, 322.26446610	16(12,5)-15(13,2)	-8.78610		2870.2415	4129.6135	CDMS
D2O	Water	322.26447560, 322.26447560	16(12,4)-15(13,3)	-8.48510		2870.2415	4129.6135	CDMS
H218Ov=0	Water	322.46517000, 322.46517000	5(1,5)-4(2,2)	-3.61100	 0.5	314.4594	452.4343	JPL
H2Ov2,2v2,v1,v3	Water	322.61288800, 322.61288800	8(5,4),v2=2-7(3,5),v3=1	-13.43310		4553.2736	6551.1537	JPL
H2Ov2,2v2,v1,v3	Water	322.97489000, 322.97489000	5(1,5),v3=1-4(2,2),v3=1	-11.01110		4066.1226	5850.2512	JPL
H2Ov2,2v2,v1,v3	Water	323.52494900, 323.52494900	6(5,1),v2=2-7(4,4),v2=2	-11.19890		4186.5694	6023.5475	JPL
H2Ov2,2v2,v1,v3	Water	323.55401900, 323.55401900	14(3,12),v2=1-13(4,9),v2=1	-10.78920		4174.0388	6005.5187	JPL
H2Ov2,2v2,v1,v3	Water	323.96710280, 323.96710280	15(5,10),v1=1-14(7,7),v3=1	-18.57300		6949.5799	9998.9085	JPL
H2Ov=0	Water	325.15289900, 325.15289900	5(1,5)-4(2,2)	-3.57110		315.7795	454.3369	JPL
H2Ov2,2v2,v1,v3	Water	326.05941250, 326.05941250	14(9,6),v2=2-13(10,3),v2=2	-17.24830		7199.1145	10357.9336	JPL
H2Ov2,2v2,v1,v3	Water	326.16873210, 326.16873210	14(9,5),v2=2-13(10,4),v2=2	-17.72520		7199.1145	10357.9336	JPL
H2Ov2,2v2,v1,v3	Water	326.68672000, 326.68672000	5(1,5),v1=1-4(2,2),v1=1	-11.20760		3966.5593	5707.0016	JPL
H2Ov2,2v2,v1,v3	Water	328.67752480, 328.67752480	12(12,0),v2=1-11(5,7),v1=1	-20.45130		5601.5316	8059.3652	JPL
